NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602,,,,,,
17176,HPLM42L050,,1,126.58,,,,,,,,,,,
17177,HPLM44L050,,1,132.64,,,,,,,,,,,
17178,HPLM48L050,,1,144.77,,,,,,,,,,,
17179,HPLM50L050,,1,150.83,,,,,,,,,,,
17180,HPLM60L050,,1,181.15,,,,,,,,,,,
17181,HPLM72L050,,1,217.53,,,,,,,,,,,
17182,HPLM14L075,,1,41.68,,,,,,,,,,,
17183,HPLM15L075,,1,44.72,,,,,,,,,,,
17184,HPLM16L075,,1,47.75,,,,,,,,,,,
17185,HPLM17L075,,1,53.81,,,,,,,,,,,
17186,HPLM18L075,,1,53.81,,,,,,,,,,,
17187,HPLM19L075,,1,56.84,,,,,,,,,,,
17188,HPLM20L075,,1,59.88,,,,,,,,,,,
17189,HPLM21L075,,1,62.91,,,,,,,,,,,
17190,HPLM22L075,,1,65.94,,,,,,,,,,,
17191,HPLM24L075,,1,72,,,,,,,,,,,
17192,HPLM25L075,,1,75.04,,,,,,,,,,,
17193,HPLM26L075,,1,78.07,,,,,,,,,,,
17194,HPLM28L075,,1,84.13,,,,,,,,,,,
17195,HPLM30L075,,1,90.2,,,,,,,,,,,
17196,HPLM32L075,,1,96.26,,,,,,,,,,,
17197,HPLM34L075,,1,102.32,,,,,,,,,,,
17198,HPLM36L075,,1,108.39,,,,,,,,,,,
17199,HPLM38L075,,1,114.45,,,,,,,,,,,
17200,HPLM40L075,,1,120.51,,,,,,,,,,,
17201,HPLM42L075,,1,126.58,,,,,,,,,,,
17202,HPLM44L075,,1,132.64,,,,,,,,,,,
17203,HPLM48L075,,1,144.77,,,,,,,,,,,
17204,HPLM50L075,,1,150.83,,,,,,,,,,,
17205,HPLM60L075,,1,181.15,,,,,,,,,,,
17206,HPLM72L075,,1,217.53,,,,,,,,,,,
17207,HPLM14L100,,1,41.68,,,,,,,,,,,
17208,HPLM15L100,,1,44.72,,,,,,,,,,,
17209,HPLM16L100,,1,47.75,,,,,,,,,,,
17210,HPLM17L100,,1,53.81,,,,,,,,,,,
17211,HPLM18L100,,1,53.81,,,,,,,,,,,
17212,HPLM19L100,,1,56.84,,,,,,,,,,,
17213,HPLM20L100,,1,59.88,,,,,,,,,,,
17214,HPLM21L100,,1,62.91,,,,,,,,,,,
17215,HPLM22L100,,1,65.94,,,,,,,,,,,
17216,HPLM24L100,,1,72,,,,,,,,,,,
17217,HPLM25L100,,1,75.04,,,,,,,,,,,
17218,HPLM26L100,,1,78.07,,,,,,,,,,,
17219,HPLM28L100,,1,84.13,,,,,,,,,,,
17220,HPLM30L100,,1,90.2,,,,,,,,,,,
17221,HPLM32L100,,1,96.26,,,,,,,,,,,
17222,HPLM34L100,,1,102.32,,,,,,,,,,,
17223,HPLM36L100,,1,108.39,,,,,,,,,,,
17224,HPLM38L100,,1,114.45,,,,,,,,,,,
17225,HPLM40L100,,1,120.51,,,,,,,,,,,
17226,HPLM42L100,,1,126.58,,,,,,,,,,,
17227,HPLM44L100,,1,132.64,,,,,,,,,,,
17228,HPLM48L100,,1,144.77,,,,,,,,,,,
17229,HPLM50L100,,1,150.83,,,,,,,,,,,
17230,HPLM60L100,,1,181.15,,,,,,,,,,,
17231,HPLM72L100,,1,217.53,,,,,,,,,,,
17232,HPLM14L150,,1,41.68,,,,,,,,,,,
17233,HPLM15L150,,1,44.72,,,,,,,,,,,
17234,HPLM16L150,,1,47.75,,,,,,,,,,,
17235,HPLM17L150,,1,53.81,,,,,,,,,,,
17236,HPLM18L150,,1,53.81,,,,,,,,,,,
17237,HPLM19L150,,1,56.84,,,,,,,,,,,
17238,HPLM20L150,,1,59.88,,,,,,,,,,,
17239,HPLM21L150,,1,62.91,,,,,,,,,,,
17240,HPLM22L150,,1,65.94,,,,,,,,,,,
17241,HPLM24L150,,1,72,,,,,,,,,,,
17242,HPLM25L150,,1,75.04,,,,,,,,,,,
17243,HPLM26L150,,1,78.07,,,,,,,,,,,
17244,HPLM28L150,,1,84.13,,,,,,,,,,,
17245,HPLM30L150,,1,90.2,,,,,,,,,,,
17246,HPLM32L150,,1,96.26,,,,,,,,,,,
17247,HPLM34L150,,1,102.32,,,,,,,,,,,
17248,HPLM36L150,,1,108.39,,,,,,,,,,,
17249,HPLM38L150,,1,114.45,,,,,,,,,,,
17250,HPLM40L150,,1,120.51,,,,,,,,,,,
17251,HPLM42L150,,1,126.58,,,,,,,,,,,
17252,HPLM44L150,,1,132.64,,,,,,,,,,,
17253,HPLM48L150,,1,144.77,,,,,,,,,,,
17254,HPLM50L150,,1,150.83,,,,,,,,,,,
17255,HPLM60L150,,1,181.15,,,,,,,,,,,
17256,HPLM72L150,,1,217.53,,,,,,,,,,,
17257,HPLP14L050,,1,41.68,,,,,,,,,,,
17258,HPLP15L050,,1,44.72,,,,,,,,,,,
17259,HPLP16L050,,1,47.75,,,,,,,,,,,
17260,HPLP17L050,,1,53.81,,,,,,,,,,,
17261,HPLP18L050,,1,53.81,,,,,,,,,,,
17262,HPLP19L050,,1,56.84,,,,,,,,,,,
17263,HPLP20L050,,1,59.88,,,,,,,,,,,
17264,HPLP21L050,,1,62.91,,,,,,,,,,,
17265,HPLP22L050,,1,65.94,,,,,,,,,,,
17266,HPLP24L050,,1,72,,,,,,,,,,,
17267,HPLP25L050,,1,75.04,,,,,,,,,,,
17268,HPLP26L050,,1,78.07,,,,,,,,,,,
17269,HPLP28L050,,1,84.13,,,,,,,,,,,
17270,HPLP30L050,,1,90.2,,,,,,,,,,,
17271,HPLP32L050,,1,96.26,,,,,,,,,,,
17272,HPLP34L050,,1,102.32,,,,,,,,,,,
17273,HPLP36L050,,1,108.39,,,,,,,,,,,
17274,HPLP38L050,,1,114.45,,,,,,,,,,,
17275,HPLP40L050,,1,120.51,,,,,,,,,,,
17276,HPLP42L050,,1,126.58,,,,,,,,,,,
17277,HPLP44L050,,1,132.64,,,,,,,,,,,
17278,HPLP48L050,,1,144.77,,,,,,,,,,,
17279,HPLP50L050,,1,150.83,,,,,,,,,,,
17280,HPLP60L050,,1,181.15,,,,,,,,,,,
17281,HPLP72L050,,1,217.53,,,,,,,,,,,
17282,HPLP14L075,,1,41.68,,,,,,,,,,,
17283,HPLP15L075,,1,44.72,,,,,,,,,,,
17284,HPLP16L075,,1,47.75,,,,,,,,,,,
17285,HPLP17L075,,1,53.81,,,,,,,,,,,
17286,HPLP18L075,,1,53.81,,,,,,,,,,,
17287,HPLP19L075,,1,56.84,,,,,,,,,,,
17288,HPLP20L075,,1,59.88,,,,,,,,,,,
17289,HPLP21L075,,1,62.91,,,,,,,,,,,
17290,HPLP22L075,,1,65.94,,,,,,,,,,,
17291,HPLP24L075,,1,72,,,,,,,,,,,
17292,HPLP25L075,,1,75.04,,,,,,,,,,,
17293,HPLP26L075,,1,78.07,,,,,,,,,,,
17294,HPLP28L075,,1,84.13,,,,,,,,,,,
17295,HPLP30L075,,1,90.2,,,,,,,,,,,
17296,HPLP32L075,,1,96.26,,,,,,,,,,,
17297,HPLP34L075,,1,102.32,,,,,,,,,,,
17298,HPLP36L075,,1,108.39,,,,,,,,,,,
17299,HPLP38L075,,1,114.45,,,,,,,,,,,
17300,HPLP40L075,,1,120.51,,,,,,,,,,,
17301,HPLP42L075,,1,126.58,,,,,,,,,,,
17302,HPLP44L075,,1,132.64,,,,,,,,,,,
17303,HPLP48L075,,1,144.77,,,,,,,,,,,
17304,HPLP50L075,,1,150.83,,,,,,,,,,,
17305,HPLP60L075,,1,181.15,,,,,,,,,,,
17306,HPLP72L075,,1,217.53,,,,,,,,,,,
17307,HPLP14L100,,1,41.68,,,,,,,,,,,
17308,HPLP15L100,,1,44.72,,,,,,,,,,,
17309,HPLP16L100,,1,47.75,,,,,,,,,,,
17310,HPLP17L100,,1,53.81,,,,,,,,,,,
17311,HPLP18L100,,1,53.81,,,,,,,,,,,
17312,HPLP19L100,,1,56.84,,,,,,,,,,,
17313,HPLP20L100,,1,59.88,,,,,,,,,,,
17314,HPLP21L100,,1,62.91,,,,,,,,,,,
17315,HPLP22L100,,1,65.94,,,,,,,,,,,
17316,HPLP24L100,,1,72,,,,,,,,,,,
17317,HPLP25L100,,1,75.04,,,,,,,,,,,
17318,HPLP26L100,,1,78.07,,,,,,,,,,,
17319,HPLP28L100,,1,84.13,,,,,,,,,,,
17320,HPLP30L100,,1,90.2,,,,,,,,,,,
17321,HPLP32L100,,1,96.26,,,,,,,,,,,
17322,HPLP34L100,,1,102.32,,,,,,,,,,,
17323,HPLP36L100,,1,108.39,,,,,,,,,,,
17324,HPLP38L100,,1,114.45,,,,,,,,,,,
17325,HPLP40L100,,1,120.51,,,,,,,,,,,
17326,HPLP42L100,,1,126.58,,,,,,,,,,,
17327,HPLP44L100,,1,132.64,,,,,,,,,,,
17328,HPLP48L100,,1,144.77,,,,,,,,,,,
17329,HPLP50L100,,1,150.83,,,,,,,,,,,
17330,HPLP60L100,,1,181.15,,,,,,,,,,,
17331,HPLP72L100,,1,217.53,,,,,,,,,,,
17332,HPLP14L150,,1,41.68,,,,,,,,,,,
17333,HPLP15L150,,1,44.72,,,,,,,,,,,
17334,HPLP16L150,,1,47.75,,,,,,,,,,,
17335,HPLP17L150,,1,53.81,,,,,,,,,,,
17336,HPLP18L150,,1,53.81,,,,,,,,,,,
17337,HPLP19L150,,1,56.84,,,,,,,,,,,
17338,HPLP20L150,,1,59.88,,,,,,,,,,,
17339,HPLP21L150,,1,62.91,,,,,,,,,,,
17340,HPLP22L150,,1,65.94,,,,,,,,,,,
17341,HPLP24L150,,1,72,,,,,,,,,,,
17342,HPLP25L150,,1,75.04,,,,,,,,,,,
17343,HPLP26L150,,1,78.07,,,,,,,,,,,
17344,HPLP28L150,,1,84.13,,,,,,,,,,,
17345,HPLP30L150,,1,90.2,,,,,,,,,,,
17346,HPLP32L150,,1,96.26,,,,,,,,,,,
17347,HPLP34L150,,1,102.32,,,,,,,,,,,
17348,HPLP36L150,,1,108.39,,,,,,,,,,,
17349,HPLP38L150,,1,114.45,,,,,,,,,,,
17350,HPLP40L150,,1,120.51,,,,,,,,,,,
17351,HPLP42L150,,1,126.58,,,,,,,,,,,
17352,HPLP44L150,,1,132.64,,,,,,,,,,,
17353,HPLP48L150,,1,144.77,,,,,,,,,,,
17354,HPLP50L150,,1,150.83,,,,,,,,,,,
17355,HPLP60L150,,1,181.15,,,,,,,,,,,
17356,HPLP72L150,,1,217.53,,,,,,,,,,,
17357,MTPLA14H075,,1,55.22,,,,,,,,,,,
17358,MTPLA15H075,,1,59.27,,,,,,,,,,,
17359,MTPLA16H075,,1,63.31,,,,,,,,,,,
17360,MTPLA17H075,,1,67.35,,,,,,,,,,,
17361,MTPLA18H075,,1,71.39,,,,,,,,,,,
17362,MTPLA19H075,,1,75.44,,,,,,,,,,,
17363,MTPLA20H075,,1,79.48,,,,,,,,,,,
17364,MTPLA21H075,,1,83.52,,,,,,,,,,,
17365,MTPLA22H075,,1,83.52,,,,,,,,,,,
17366,MTPLA24H075,,1,95.65,,,,,,,,,,,
17367,MTPLA25H075,,1,99.69,,,,,,,,,,,
17368,MTPLA26H075,,1,103.73,,,,,,,,,,,
17369,MTPLA28H075,,1,111.82,,,,,,,,,,,
17370,MTPLA30H075,,1,119.9,,,,,,,,,,,
17371,MTPLA32H075,,1,127.99,,,,,,,,,,,
17372,MTPLA34H075,,1,136.07,,,,,,,,,,,
17373,MTPLA36H075,,1,144.16,,,,,,,,,,,
17374,MTPLA38H075,,1,152.24,,,,,,,,,,,
17375,MTPLA40H075,,1,160.33,,,,,,,,,,,
17376,MTPLA42H075,,1,168.41,,,,,,,,,,,
17377,MTPLA44H075,,1,176.5,,,,,,,,,,,
17378,MTPLA48H075,,1,192.67,,,,,,,,,,,
17379,MTPLA50H075,,1,200.76,,,,,,,,,,,
17380,HPLA14H075,,1,55.22,,,,,,,,,,,
17381,HPLA15H075,,1,59.27,,,,,,,,,,,
17382,HPLA16H075,,1,63.31,,,,,,,,,,,
17383,HPLA17H075,,1,67.35,,,,,,,,,,,
17384,HPLA18H075,,1,71.39,,,,,,,,,,,
17385,HPLA19H075,,1,75.44,,,,,,,,,,,
17386,HPLA20H075,,1,79.48,,,,,,,,,,,
17387,HPLA21H075,,1,83.52,,,,,,,,,,,
17388,HPLA22H075,,1,83.52,,,,,,,,,,,
17389,HPLA24H075,,1,95.65,,,,,,,,,,,
17390,HPLA25H075,,1,99.69,,,,,,,,,,,
17391,HPLA26H075,,1,103.73,,,,,,,,,,,
17392,HPLA28H075,,1,111.82,,,,,,,,,,,
17393,HPLA30H075,,1,119.9,,,,,,,,,,,
17394,HPLA32H075,,1,127.99,,,,,,,,,,,
17395,HPLA34H075,,1,136.07,,,,,,,,,,,
17396,HPLA36H075,,1,144.16,,,,,,,,,,,
17397,HPLA38H075,,1,152.24,,,,,,,,,,,
17398,HPLA40H075,,1,160.33,,,,,,,,,,,
17399,HPLA42H075,,1,168.41,,,,,,,,,,,
17400,HPLA44H075,,1,176.5,,,,,,,,,,,
17401,HPLA48H075,,1,192.67,,,,,,,,,,,
17402,HPLA50H075,,1,200.76,,,,,,,,,,,
17403,MTPL14H075,,1,55.22,,,,,,,,,,,
17404,MTPL15H075,,1,59.27,,,,,,,,,,,
17405,MTPL16H075,,1,63.31,,,,,,,,,,,
17406,MTPL17H075,,1,67.35,,,,,,,,,,,
17407,MTPL18H075,,1,71.39,,,,,,,,,,,
17408,MTPL19H075,,1,75.44,,,,,,,,,,,
17409,MTPL20H075,,1,79.48,,,,,,,,,,,
17410,MTPL21H075,,1,83.52,,,,,,,,,,,
17411,MTPL22H075,,1,83.52,,,,,,,,,,,
17412,MTPL24H075,,1,95.65,,,,,,,,,,,
17413,MTPL25H075,,1,99.69,,,,,,,,,,,
17414,MTPL26H075,,1,103.73,,,,,,,,,,,
17415,MTPL28H075,,1,111.82,,,,,,,,,,,
17416,MTPL30H075,,1,119.9,,,,,,,,,,,
17417,MTPL32H075,,1,127.99,,,,,,,,,,,
17418,MTPL34H075,,1,136.07,,,,,,,,,,,
17419,MTPL36H075,,1,144.16,,,,,,,,,,,
17420,MTPL38H075,,1,152.24,,,,,,,,,,,
17421,MTPL40H075,,1,160.33,,,,,,,,,,,
17422,MTPL42H075,,1,168.41,,,,,,,,,,,
17423,MTPL44H075,,1,176.5,,,,,,,,,,,
17424,MTPL48H075,,1,192.67,,,,,,,,,,,
17425,MTPL50H075,,1,200.76,,,,,,,,,,,
17426,MTPLP14H075,,1,55.22,,,,,,,,,,,
17427,MTPLP15H075,,1,59.27,,,,,,,,,,,
17428,MTPLP16H075,,1,63.31,,,,,,,,,,,
17429,MTPLP17H075,,1,67.35,,,,,,,,,,,
17430,MTPLP18H075,,1,71.39,,,,,,,,,,,
17431,MTPLP19H075,,1,75.44,,,,,,,,,,,
17432,MTPLP20H075,,1,79.48,,,,,,,,,,,
17433,MTPLP21H075,,1,83.52,,,,,,,,,,,
17434,MTPLP22H075,,1,83.52,,,,,,,,,,,
17435,MTPLP24H075,,1,95.65,,,,,,,,,,,
17436,MTPLP25H075,,1,99.69,,,,,,,,,,,
17437,MTPLP26H075,,1,103.73,,,,,,,,,,,
17438,MTPLP28H075,,1,111.82,,,,,,,,,,,
17439,MTPLP30H075,,1,119.9,,,,,,,,,,,
17440,MTPLP32H075,,1,127.99,,,,,,,,,,,
17441,MTPLP34H075,,1,136.07,,,,,,,,,,,
17442,MTPLP36H075,,1,144.16,,,,,,,,,,,
17443,MTPLP38H075,,1,152.24,,,,,,,,,,,
17444,MTPLP40H075,,1,160.33,,,,,,,,,,,
17445,MTPLP42H075,,1,168.41,,,,,,,,,,,
17446,MTPLP44H075,,1,176.5,,,,,,,,,,,
17447,MTPLP48H075,,1,192.67,,,,,,,,,,,
17448,MTPLP50H075,,1,200.76,,,,,,,,,,,
17449,HPLT14H075,,1,55.22,,,,,,,,,,,
17450,HPLT15H075,,1,59.27,,,,,,,,,,,
17451,HPLT16H075,,1,63.31,,,,,,,,,,,
17452,HPLT17H075,,1,67.35,,,,,,,,,,,
17453,HPLT18H075,,1,71.39,,,,,,,,,,,
17454,HPLT19H075,,1,75.44,,,,,,,,,,,
17455,HPLT20H075,,1,79.48,,,,,,,,,,,
17456,HPLT21H075,,1,83.52,,,,,,,,,,,
17457,HPLT22H075,,1,83.52,,,,,,,,,,,
17458,HPLT24H075,,1,95.65,,,,,,,,,,,
17459,HPLT25H075,,1,99.69,,,,,,,,,,,
17460,HPLT26H075,,1,103.73,,,,,,,,,,,
17461,HPLT28H075,,1,111.82,,,,,,,,,,,
17462,HPLT30H075,,1,119.9,,,,,,,,,,,
17463,HPLT32H075,,1,127.99,,,,,,,,,,,
17464,HPLT34H075,,1,136.07,,,,,,,,,,,
17465,HPLT36H075,,1,144.16,,,,,,,,,,,
17466,HPLT38H075,,1,152.24,,,,,,,,,,,
17467,HPLT40H075,,1,160.33,,,,,,,,,,,
17468,HPLT42H075,,1,168.41,,,,,,,,,,,
17469,HPLT44H075,,1,176.5,,,,,,,,,,,
17470,HPLT48H075,,1,192.67,,,,,,,,,,,
17471,HPLT50H075,,1,200.76,,,,,,,,,,,
17472,HPLM14H075,,1,55.22,,,,,,,,,,,
17473,HPLM15H075,,1,59.27,,,,,,,,,,,
17474,HPLM16H075,,1,63.31,,,,,,,,,,,
17475,HPLM17H075,,1,67.35,,,,,,,,,,,
17476,HPLM18H075,,1,71.39,,,,,,,,,,,
17477,HPLM19H075,,1,75.44,,,,,,,,,,,
17478,HPLM20H075,,1,79.48,,,,,,,,,,,
17479,HPLM21H075,,1,83.52,,,,,,,,,,,
17480,HPLM22H075,,1,83.52,,,,,,,,,,,
17481,HPLM24H075,,1,95.65,,,,,,,,,,,
17482,HPLM25H075,,1,99.69,,,,,,,,,,,
17483,HPLM26H075,,1,103.73,,,,,,,,,,,
17484,HPLM28H075,,1,111.82,,,,,,,,,,,
17485,HPLM30H075,,1,119.9,,,,,,,,,,,
17486,HPLM32H075,,1,127.99,,,,,,,,,,,
17487,HPLM34H075,,1,136.07,,,,,,,,,,,
17488,HPLM36H075,,1,144.16,,,,,,,,,,,
17489,HPLM38H075,,1,152.24,,,,,,,,,,,
17490,HPLM40H075,,1,160.33,,,,,,,,,,,
17491,HPLM42H075,,1,168.41,,,,,,,,,,,
17492,HPLM44H075,,1,176.5,,,,,,,,,,,
17493,HPLM48H075,,1,192.67,,,,,,,,,,,
17494,HPLM50H075,,1,200.76,,,,,,,,,,,
17495,HPLP14H075,,1,55.22,,,,,,,,,,,
17496,HPLP15H075,,1,59.27,,,,,,,,,,,
17497,HPLP16H075,,1,63.31,,,,,,,,,,,
17498,HPLP17H075,,1,67.35,,,,,,,,,,,
17499,HPLP18H075,,1,71.39,,,,,,,,,,,
17500,HPLP19H075,,1,75.44,,,,,,,,,,,
17501,HPLP20H075,,1,79.48,,,,,,,,,,,
17502,HPLP21H075,,1,83.52,,,,,,,,,,,
17503,HPLP22H075,,1,83.52,,,,,,,,,,,
17504,HPLP24H075,,1,95.65,,,,,,,,,,,
17505,HPLP25H075,,1,99.69,,,,,,,,,,,
17506,HPLP26H075,,1,103.73,,,,,,,,,,,
17507,HPLP28H075,,1,111.82,,,,,,,,,,,
17508,HPLP30H075,,1,119.9,,,,,,,,,,,
17509,HPLP32H075,,1,127.99,,,,,,,,,,,
17510,HPLP34H075,,1,136.07,,,,,,,,,,,
17511,HPLP36H075,,1,144.16,,,,,,,,,,,
17512,HPLP38H075,,1,152.24,,,,,,,,,,,
17513,HPLP40H075,,1,160.33,,,,,,,,,,,
17514,HPLP42H075,,1,168.41,,,,,,,,,,,
17515,HPLP44H075,,1,176.5,,,,,,,,,,,
17516,HPLP48H075,,1,192.67,,,,,,,,,,,
17517,HPLP50H075,,1,200.76,,,,,,,,,,,
17518,MTPLA14H100,,1,55.22,,,,,,,,,,,
17519,MTPLA15H100,,1,59.27,,,,,,,,,,,
17520,MTPLA16H100,,1,63.31,,,,,,,,,,,
17521,MTPLA17H100,,1,67.35,,,,,,,,,,,
17522,MTPLA18H100,,1,71.39,,,,,,,,,,,
17523,MTPLA19H100,,1,75.44,,,,,,,,,,,
17524,MTPLA20H100,,1,79.48,,,,,,,,,,,
17525,MTPLA21H100,,1,83.52,,,,,,,,,,,
17526,MTPLA22H100,,1,83.52,,,,,,,,,,,
17527,MTPLA24H100,,1,95.65,,,,,,,,,,,
17528,MTPLA25H100,,1,99.69,,,,,,,,,,,
17529,MTPLA26H100,,1,103.73,,,,,,,,,,,
17530,MTPLA28H100,,1,111.82,,,,,,,,,,,
17531,MTPLA30H100,,1,119.9,,,,,,,,,,,
17532,MTPLA32H100,,1,127.99,,,,,,,,,,,
17533,MTPLA34H100,,1,136.07,,,,,,,,,,,
17534,MTPLA36H100,,1,144.16,,,,,,,,,,,
17535,MTPLA38H100,,1,152.24,,,,,,,,,,,
17536,MTPLA40H100,,1,160.33,,,,,,,,,,,
17537,MTPLA42H100,,1,168.41,,,,,,,,,,,
17538,MTPLA44H100,,1,176.5,,,,,,,,,,,
17539,MTPLA48H100,,1,192.67,,,,,,,,,,,
17540,MTPLA50H100,,1,200.76,,,,,,,,,,,
17541,HPLA14H100,,1,55.22,,,,,,,,,,,
17542,HPLA15H100,,1,59.27,,,,,,,,,,,
17543,HPLA16H100,,1,63.31,,,,,,,,,,,
17544,HPLA17H100,,1,67.35,,,,,,,,,,,
17545,HPLA18H100,,1,71.39,,,,,,,,,,,
17546,HPLA19H100,,1,75.44,,,,,,,,,,,
17547,HPLA20H100,,1,79.48,,,,,,,,,,,
17548,HPLA21H100,,1,83.52,,,,,,,,,,,
17549,HPLA22H100,,1,83.52,,,,,,,,,,,
17550,HPLA24H100,,1,95.65,,,,,,,,,,,
17551,HPLA25H100,,1,99.69,,,,,,,,,,,
17552,HPLA26H100,,1,103.73,,,,,,,,,,,
17553,HPLA28H100,,1,111.82,,,,,,,,,,,
17554,HPLA30H100,,1,119.9,,,,,,,,,,,
17555,HPLA32H100,,1,127.99,,,,,,,,,,,
17556,HPLA34H100,,1,136.07,,,,,,,,,,,
17557,HPLA36H100,,1,144.16,,,,,,,,,,,
17558,HPLA38H100,,1,152.24,,,,,,,,,,,
17559,HPLA40H100,,1,160.33,,,,,,,,,,,
17560,HPLA42H100,,1,168.41,,,,,,,,,,,
17561,HPLA44H100,,1,176.5,,,,,,,,,,,
17562,HPLA48H100,,1,192.67,,,,,,,,,,,
17563,HPLA50H100,,1,200.76,,,,,,,,,,,
17564,MTPL14H100,,1,55.22,,,,,,,,,,,
17565,MTPL15H100,,1,59.27,,,,,,,,,,,
17566,MTPL16H100,,1,63.31,,,,,,,,,,,
17567,MTPL17H100,,1,67.35,,,,,,,,,,,
17568,MTPL18H100,,1,71.39,,,,,,,,,,,
17569,MTPL19H100,,1,75.44,,,,,,,,,,,
17570,MTPL20H100,,1,79.48,,,,,,,,,,,
17571,MTPL21H100,,1,83.52,,,,,,,,,,,
17572,MTPL22H100,,1,83.52,,,,,,,,,,,
17573,MTPL24H100,,1,95.65,,,,,,,,,,,
17574,MTPL25H100,,1,99.69,,,,,,,,,,,
17575,MTPL26H100,,1,103.73,,,,,,,,,,,
17576,MTPL28H100,,1,111.82,,,,,,,,,,,
17577,MTPL30H100,,1,119.9,,,,,,,,,,,
17578,MTPL32H100,,1,127.99,,,,,,,,,,,
17579,MTPL34H100,,1,136.07,,,,,,,,,,,
17580,MTPL36H100,,1,144.16,,,,,,,,,,,
17581,MTPL38H100,,1,152.24,,,,,,,,,,,
17582,MTPL40H100,,1,160.33,,,,,,,,,,,
17583,MTPL42H100,,1,168.41,,,,,,,,,,,
17584,MTPL44H100,,1,176.5,,,,,,,,,,,
17585,MTPL48H100,,1,192.67,,,,,,,,,,,
17586,MTPL50H100,,1,200.76,,,,,,,,,,,
17587,MTPLP14H100,,1,55.22,,,,,,,,,,,
17588,MTPLP15H100,,1,59.27,,,,,,,,,,,
17589,MTPLP16H100,,1,63.31,,,,,,,,,,,
17590,MTPLP17H100,,1,67.35,,,,,,,,,,,
17591,MTPLP18H100,,1,71.39,,,,,,,,,,,
17592,MTPLP19H100,,1,75.44,,,,,,,,,,,
17593,MTPLP20H100,,1,79.48,,,,,,,,,,,
17594,MTPLP21H100,,1,83.52,,,,,,,,,,,
17595,MTPLP22H100,,1,83.52,,,,,,,,,,,
17596,MTPLP24H100,,1,95.65,,,,,,,,,,,
17597,MTPLP25H100,,1,99.69,,,,,,,,,,,
17598,MTPLP26H100,,1,103.73,,,,,,,,,,,
17599,MTPLP28H100,,1,111.82,,,,,,,,,,,
17600,MTPLP30H100,,1,119.9,,,,,,,,,,,
17601,MTPLP32H100,,1,127.99,,,,,,,,,,,
17602,MTPLP34H100,,1,136.07,,,,,,,,,,,
17603,MTPLP36H100,,1,144.16,,,,,,,,,,,
17604,MTPLP38H100,,1,152.24,,,,,,,,,,,
17605,MTPLP40H100,,1,160.33,,,,,,,,,,,
17606,MTPLP42H100,,1,168.41,,,,,,,,,,,
17607,MTPLP44H100,,1,176.5,,,,,,,,,,,
17608,MTPLP48H100,,1,192.67,,,,,,,,,,,
17609,MTPLP50H100,,1,200.76,,,,,,,,,,,
17610,HPLT14H100,,1,55.22,,,,,,,,,,,
17611,HPLT15H100,,1,59.27,,,,,,,,,,,
17612,HPLT16H100,,1,63.31,,,,,,,,,,,
17613,HPLT17H100,,1,67.35,,,,,,,,,,,
17614,HPLT18H100,,1,71.39,,,,,,,,,,,
17615,HPLT19H100,,1,75.44,,,,,,,,,,,
17616,HPLT20H100,,1,79.48,,,,,,,,,,,
17617,HPLT21H100,,1,83.52,,,,,,,,,,,
17618,HPLT22H100,,1,83.52,,,,,,,,,,,
17619,HPLT24H100,,1,95.65,,,,,,,,,,,
17620,HPLT25H100,,1,99.69,,,,,,,,,,,
17621,HPLT26H100,,1,103.73,,,,,,,,,,,
17622,HPLT28H100,,1,111.82,,,,,,,,,,,
17623,HPLT30H100,,1,119.9,,,,,,,,,,,
17624,HPLT32H100,,1,127.99,,,,,,,,,,,
17625,HPLT34H100,,1,136.07,,,,,,,,,,,
17626,HPLT36H100,,1,144.16,,,,,,,,,,,
17627,HPLT38H100,,1,152.24,,,,,,,,,,,
17628,HPLT40H100,,1,160.33,,,,,,,,,,,
17629,HPLT42H100,,1,168.41,,,,,,,,,,,
17630,HPLT44H100,,1,176.5,,,,,,,,,,,
17631,HPLT48H100,,1,192.67,,,,,,,,,,,
17632,HPLT50H100,,1,200.76,,,,,,,,,,,
17633,HPLM14H100,,1,55.22,,,,,,,,,,,
17634,HPLM15H100,,1,59.27,,,,,,,,,,,
17635,HPLM16H100,,1,63.31,,,,,,,,,,,
17636,HPLM17H100,,1,67.35,,,,,,,,,,,
17637,HPLM18H100,,1,71.39,,,,,,,,,,,
17638,HPLM19H100,,1,75.44,,,,,,,,,,,
17639,HPLM20H100,,1,79.48,,,,,,,,,,,
17640,HPLM21H100,,1,83.52,,,,,,,,,,,
17641,HPLM22H100,,1,83.52,,,,,,,,,,,
17642,HPLM24H100,,1,95.65,,,,,,,,,,,
17643,HPLM25H100,,1,99.69,,,,,,,,,,,
17644,HPLM26H100,,1,103.73,,,,,,,,,,,
17645,HPLM28H100,,1,111.82,,,,,,,,,,,
17646,HPLM30H100,,1,119.9,,,,,,,,,,,
17647,HPLM32H100,,1,127.99,,,,,,,,,,,
17648,HPLM34H100,,1,136.07,,,,,,,,,,,
17649,HPLM36H100,,1,144.16,,,,,,,,,,,
17650,HPLM38H100,,1,152.24,,,,,,,,,,,
17651,HPLM40H100,,1,160.33,,,,,,,,,,,
17652,HPLM42H100,,1,168.41,,,,,,,,,,,
17653,HPLM44H100,,1,176.5,,,,,,,,,,,
