NO,TYPE,DEFINE1,DEFINE2
24692,GEABN0.8-18-5-A,,
24693,GEABN0.8-18-7-A,,
24694,GEABN0.8-20-5-A,,
24695,GEABN0.8-20-7-A,,
24696,GEABN0.8-24-5-A,,
24697,GEABN0.8-24-7-A,,
24698,GEABN0.8-25-5-A,,
24699,GEABN0.8-25-7-A,,
24700,GEABN0.8-28-5-A,,
24701,GEABN0.8-28-7-A,,
24702,GEABN0.8-30-5-A,,
24703,GEABN0.8-30-7-A,,
24704,GEABN0.8-32-5-A,,
24705,GEABN0.8-36-5-A,,
24706,GEABN0.8-40-5-A,,
24707,GEABN0.8-45-5-A,,
24708,GEABN0.8-48-5-A,,
24709,GEABN0.8-50-5-A,,
24710,GEABN0.8-16-5-B,,
24711,GEABN0.8-16-7-B,,
24712,GEABN0.8-18-5-B,,
24713,GEABN0.8-18-7-B,,
24714,GEABN0.8-20-5-B,,
24715,GEABN0.8-20-7-B,,
24716,GEABN0.8-24-5-B,,
24717,GEABN0.8-24-7-B,,
24718,GEABN0.8-25-5-B,,
24719,GEABN0.8-25-7-B,,
24720,GEABN0.8-28-5-B,,
24721,GEABN0.8-28-7-B,,
24722,GEABN0.8-30-5-B,,
24723,GEABN0.8-30-7-B,,
24724,GEABN0.8-32-5-B,,
24725,GEABN0.8-36-5-B,,
24726,GEABN0.8-40-5-B,,
24727,GEABN0.8-45-5-B,,
24728,GEABN0.8-48-5-B,,
24729,GEABN0.8-50-5-B,,
24730,GEABB0.8-12-7-K,,
24731,GEABB0.8-14-7-K,,
24732,GEABB0.8-15-7-K,,
24733,GEABB0.8-16-5-A,,
24734,GEABB0.8-16-7-A,,
24735,GEABB0.8-18-5-A,,
24736,GEABB0.8-18-7-A,,
24737,GEABB0.8-20-5-A,,
24738,GEABB0.8-20-7-A,,
24739,GEABB0.8-24-5-A,,
24740,GEABB0.8-24-7-A,,
24741,GEABB0.8-25-5-A,,
24742,GEABB0.8-25-7-A,,
24743,GEABB0.8-28-5-A,,
24744,GEABB0.8-28-7-A,,
24745,GEABB0.8-30-5-A,,
24746,GEABB0.8-30-7-A,,
24747,GEABB0.8-32-5-A,,
24748,GEABB0.8-36-5-A,,
24749,GEABB0.8-40-5-A,,
24750,GEABB0.8-45-5-A,,
24751,GEABB0.8-48-5-A,,
24752,GEABB0.8-50-5-A,,
24753,GEABB0.8-16-5-B,,
24754,GEABB0.8-16-7-B,,
24755,GEABB0.8-18-5-B,,
24756,GEABB0.8-18-7-B,,
24757,GEABB0.8-20-5-B,,
24758,GEABB0.8-20-7-B,,
24759,GEABB0.8-24-5-B,,
24760,GEABB0.8-24-7-B,,
24761,GEABB0.8-25-5-B,,
24762,GEABB0.8-25-7-B,,
24763,GEABB0.8-28-5-B,,
24764,GEABB0.8-28-7-B,,
24765,GEABB0.8-30-5-B,,
24766,GEABB0.8-30-7-B,,
24767,GEABB0.8-32-5-B,,
24768,GEABB0.8-36-5-B,,
24769,GEABB0.8-40-5-B,,
24770,GEABB0.8-45-5-B,,
24771,GEABB0.8-48-5-B,,
24772,GEABB0.8-50-5-B,,
24773,GEABG0.8-12-7-K,,
24774,GEABG0.8-14-7-K,,
24775,GEABG0.8-15-7-K,,
24776,GEABG0.8-16-5-A,,
24777,GEABG0.8-16-7-A,,
24778,GEABG0.8-18-5-A,,
24779,GEABG0.8-18-7-A,,
24780,GEABG0.8-20-5-A,,
24781,GEABG0.8-20-7-A,,
24782,GEABG0.8-24-5-A,,
24783,GEABG0.8-24-7-A,,
24784,GEABG0.8-25-5-A,,
24785,GEABG0.8-25-7-A,,
24786,GEABG0.8-28-5-A,,
24787,GEABG0.8-28-7-A,,
24788,GEABG0.8-30-5-A,,
24789,GEABG0.8-30-7-A,,
24790,GEABG0.8-32-5-A,,
24791,GEABG0.8-36-5-A,,
24792,GEABG0.8-40-5-A,,
24793,GEABG0.8-45-5-A,,
24794,GEABG0.8-48-5-A,,
24795,GEABG0.8-50-5-A,,
24796,GEABG0.8-16-5-B,,
24797,GEABG0.8-16-7-B,,
24798,GEABG0.8-18-5-B,,
24799,GEABG0.8-18-7-B,,
24800,GEABG0.8-20-5-B,,
24801,GEABG0.8-20-7-B,,
24802,GEABG0.8-24-5-B,,
24803,GEABG0.8-24-7-B,,
24804,GEABG0.8-25-5-B,,
24805,GEABG0.8-25-7-B,,
24806,GEABG0.8-28-5-B,,
24807,GEABG0.8-28-7-B,,
24808,GEABG0.8-30-5-B,,
24809,GEABG0.8-30-7-B,,
24810,GEABG0.8-32-5-B,,
24811,GEABG0.8-36-5-B,,
24812,GEABG0.8-40-5-B,,
24813,GEABG0.8-45-5-B,,
24814,GEABG0.8-48-5-B,,
24815,GEABG0.8-50-5-B,,
24816,GEAB0.8-12-7-K,,
24817,GEAB0.8-14-7-K,,
24818,GEAB0.8-15-7-K,,
24819,GEAB0.8-16-5-A,,
24820,GEAB0.8-16-7-A,,
24821,GEAB0.8-18-5-A,,
24822,GEAB0.8-18-7-A,,
24823,GEAB0.8-20-5-A,,
24824,GEAB0.8-20-7-A,,
24825,GEAB0.8-24-5-A,,
24826,GEAB0.8-24-7-A,,
24827,GEAB0.8-25-5-A,,
24828,GEAB0.8-25-7-A,,
24829,GEAB0.8-28-5-A,,
24830,GEAB0.8-28-7-A,,
24831,GEAB0.8-30-5-A,,
24832,GEAB0.8-30-7-A,,
24833,GEAB0.8-32-5-A,,
24834,GEAB0.8-36-5-A,,
24835,GEAB0.8-40-5-A,,
24836,GEAB0.8-45-5-A,,
24837,GEAB0.8-48-5-A,,
24838,GEAB0.8-50-5-A,,
24839,GEAB0.8-16-5-B,,
24840,GEAB0.8-16-7-B,,
24841,GEAB0.8-18-5-B,,
24842,GEAB0.8-18-7-B,,
24843,GEAB0.8-20-5-B,,
24844,GEAB0.8-20-7-B,,
24845,GEAB0.8-24-5-B,,
24846,GEAB0.8-24-7-B,,
24847,GEAB0.8-25-5-B,,
24848,GEAB0.8-25-7-B,,
24849,GEAB0.8-28-5-B,,
24850,GEAB0.8-28-7-B,,
24851,GEAB0.8-30-5-B,,
24852,GEAB0.8-30-7-B,,
24853,GEAB0.8-32-5-B,,
24854,GEAB0.8-36-5-B,,
24855,GEAB0.8-40-5-B,,
24856,GEAB0.8-45-5-B,,
24857,GEAB0.8-48-5-B,,
24858,GEAB0.8-50-5-B,,
24859,GEABS0.8-12-7-K,,
24860,GEABS0.8-14-7-K,,
24861,GEABS0.8-15-7-K,,
24862,GEABS0.8-16-5-A,,
24863,GEABS0.8-16-7-A,,
24864,GEABS0.8-18-5-A,,
24865,GEABS0.8-18-7-A,,
24866,GEABS0.8-20-5-A,,
24867,GEABS0.8-20-7-A,,
24868,GEABS0.8-24-5-A,,
24869,GEABS0.8-24-7-A,,
24870,GEABS0.8-25-5-A,,
24871,GEABS0.8-25-7-A,,
24872,GEABS0.8-28-5-A,,
24873,GEABS0.8-28-7-A,,
24874,GEABS0.8-30-5-A,,
24875,GEABS0.8-30-7-A,,
24876,GEABS0.8-32-5-A,,
24877,GEABS0.8-36-5-A,,
24878,GEABS0.8-40-5-A,,
24879,GEABS0.8-45-5-A,,
24880,GEABS0.8-48-5-A,,
24881,GEABS0.8-50-5-A,,
24882,GEABS0.8-16-5-B,,
24883,GEABS0.8-16-7-B,,
24884,GEABS0.8-18-5-B,,
24885,GEABS0.8-18-7-B,,
24886,GEABS0.8-20-5-B,,
24887,GEABS0.8-20-7-B,,
24888,GEABS0.8-24-5-B,,
24889,GEABS0.8-24-7-B,,
24890,GEABS0.8-25-5-B,,
24891,GEABS0.8-25-7-B,,
24892,GEABS0.8-28-5-B,,
24893,GEABS0.8-28-7-B,,
24894,GEABS0.8-30-5-B,,
24895,GEABS0.8-30-7-B,,
24896,GEABS0.8-32-5-B,,
24897,GEABS0.8-36-5-B,,
24898,GEABS0.8-40-5-B,,
24899,GEABS0.8-45-5-B,,
24900,GEABS0.8-48-5-B,,
24901,GEABS0.8-50-5-B,,
24902,GEABN0.8-12-7-K,,
24903,GEABN0.8-14-7-K,,
24904,GEABN0.8-15-7-K,,
24905,GEABN0.8-16-5-B,,
24906,GEABN0.8-16-7-B,,
24907,GEABN0.8-18-5-B,,
24908,GEABN0.8-18-7-B,,
24909,GEABN0.8-20-5-B,,
24910,GEABN0.8-20-7-B,,
24911,GEABN0.8-24-5-B,,
24912,GEABN0.8-24-7-B,,
24913,GEABN0.8-25-5-B,,
24914,GEABN0.8-25-7-B,,
24915,GEABN0.8-28-5-B,,
24916,GEABN0.8-28-7-B,,
24917,GEABN0.8-30-5-B,,
24918,GEABN0.8-30-7-B,,
24919,GEABN0.8-32-5-B,,
24920,GEABN0.8-36-5-B,,
24921,GEABN0.8-40-5-B,,
24922,GEABN0.8-45-5-B,,
24923,GEABN0.8-48-5-B,,
24924,GEABN0.8-50-5-B,,
24925,GEABB0.8-12-7-K,,
24926,GEABB0.8-14-7-K,,
24927,GEABB0.8-15-7-K,,
24928,GEABB0.8-16-5-B,,
24929,GEABB0.8-16-7-B,,
24930,GEABB0.8-18-5-B,,
24931,GEABB0.8-18-7-B,,
24932,GEABB0.8-20-5-B,,
24933,GEABB0.8-20-7-B,,
24934,GEABB0.8-24-5-B,,
24935,GEABB0.8-24-7-B,,
24936,GEABB0.8-25-5-B,,
24937,GEABB0.8-25-7-B,,
24938,GEABB0.8-28-5-B,,
24939,GEABB0.8-28-7-B,,
24940,GEABB0.8-30-5-B,,
24941,GEABB0.8-30-7-B,,
24942,GEABB0.8-32-5-B,,
24943,GEABB0.8-36-5-B,,
24944,GEABB0.8-40-5-B,,
24945,GEABB0.8-45-5-B,,
24946,GEABB0.8-48-5-B,,
24947,GEABB0.8-50-5-B,,
24948,GEABG0.8-12-7-K,,
24949,GEABG0.8-14-7-K,,
24950,GEABG0.8-15-7-K,,
24951,GEABG0.8-16-5-B,,
24952,GEABG0.8-16-7-B,,
24953,GEABG0.8-18-5-B,,
24954,GEABG0.8-18-7-B,,
24955,GEABG0.8-20-5-B,,
24956,GEABG0.8-20-7-B,,
24957,GEABG0.8-24-5-B,,
24958,GEABG0.8-24-7-B,,
24959,GEABG0.8-25-5-B,,
24960,GEABG0.8-25-7-B,,
24961,GEABG0.8-28-5-B,,
24962,GEABG0.8-28-7-B,,
24963,GEABG0.8-30-5-B,,
24964,GEABG0.8-30-7-B,,
24965,GEABG0.8-32-5-B,,
24966,GEABG0.8-36-5-B,,
24967,GEABG0.8-40-5-B,,
24968,GEABG0.8-45-5-B,,
24969,GEABG0.8-48-5-B,,
24970,GEABG0.8-50-5-B,,
24971,GEAB0.8-12-7-K,,
24972,GEAB0.8-14-7-K,,
24973,GEAB0.8-15-7-K,,
24974,GEAB0.8-16-5-B,,
24975,GEAB0.8-16-7-B,,
24976,GEAB0.8-18-5-B,,
24977,GEAB0.8-18-7-B,,
24978,GEAB0.8-20-5-B,,
24979,GEAB0.8-20-7-B,,
24980,GEAB0.8-24-5-B,,
24981,GEAB0.8-24-7-B,,
24982,GEAB0.8-25-5-B,,
24983,GEAB0.8-25-7-B,,
24984,GEAB0.8-28-5-B,,
24985,GEAB0.8-28-7-B,,
24986,GEAB0.8-30-5-B,,
24987,GEAB0.8-30-7-B,,
24988,GEAB0.8-32-5-B,,
24989,GEAB0.8-36-5-B,,
24990,GEAB0.8-40-5-B,,
24991,GEAB0.8-45-5-B,,
24992,GEAB0.8-48-5-B,,
24993,GEAB0.8-50-5-B,,
24994,GEABS0.8-12-7-K,,
24995,GEABS0.8-14-7-K,,
24996,GEABS0.8-15-7-K,,
24997,GEABS0.8-16-5-B,,
24998,GEABS0.8-16-7-B,,
24999,GEABS0.8-18-5-B,,
25000,GEABS0.8-18-7-B,,
25001,GEABS0.8-20-5-B,,
25002,GEABS0.8-20-7-B,,
25003,GEABS0.8-24-5-B,,
25004,GEABS0.8-24-7-B,,
25005,GEABS0.8-25-5-B,,
25006,GEABS0.8-25-7-B,,
25007,GEABS0.8-28-5-B,,
25008,GEABS0.8-28-7-B,,
25009,GEABS0.8-30-5-B,,
25010,GEABS0.8-30-7-B,,
25011,GEABS0.8-32-5-B,,
25012,GEABS0.8-36-5-B,,
25013,GEABS0.8-40-5-B,,
25014,GEABS0.8-45-5-B,,
25015,GEABS0.8-48-5-B,,
25016,GEABS0.8-50-5-B,,
25017,GEAHB1.0-12-10-K,,
25018,GEAHB1.0-13-10-K,,
25019,GEAHB1.0-14-10-A,,
25020,GEAHB1.0-15-10-A,,
25021,GEAHB1.0-16-10-A,,
25022,GEAHB1.0-17-10-A,,
25023,GEAHB1.0-18-10-A,,
25024,GEAHB1.0-14-10-K,,
25025,GEAHB1.0-15-10-K,,
25026,GEAHB1.0-16-10-K,,
25027,GEAHB1.0-17-10-K,,
25028,GEAHB1.0-18-10-K,,
25029,GEAHB1.0-19-10-A,,
25030,GEAHB1.0-20-10-A,,
25031,GEAHB1.0-21-10-A,,
25032,GEAHB1.0-22-10-A,,
25033,GEAHB1.0-23-10-A,,
25034,GEAHB1.0-24-10-A,,
25035,GEAHB1.0-25-10-A,,
25036,GEAHB1.0-26-10-A,,
25037,GEAHB1.0-27-10-A,,
25038,GEAHB1.0-28-10-A,,
25039,GEAHB1.0-29-10-A,,
25040,GEAHB1.0-30-10-A,,
25041,GEAHB1.0-19-10-B,,
25042,GEAHB1.0-20-10-B,,
25043,GEAHB1.0-21-10-B,,
25044,GEAHB1.0-22-10-B,,
25045,GEAHB1.0-23-10-B,,
25046,GEAHB1.0-24-10-B,,
25047,GEAHB1.0-25-10-B,,
25048,GEAHB1.0-26-10-B,,
25049,GEAHB1.0-27-10-B,,
25050,GEAHB1.0-28-10-B,,
25051,GEAHB1.0-29-10-B,,
25052,GEAHB1.0-30-10-B,,
25053,GEAHB1.0-12-12-K,,
25054,GEAHB1.0-13-12-K,,
25055,GEAHB1.0-14-12-A,,
25056,GEAHB1.0-15-12-A,,
25057,GEAHB1.0-16-12-A,,
25058,GEAHB1.0-17-12-A,,
25059,GEAHB1.0-18-12-A,,
25060,GEAHB1.0-14-12-K,,
25061,GEAHB1.0-15-12-K,,
25062,GEAHB1.0-16-12-K,,
25063,GEAHB1.0-17-12-K,,
25064,GEAHB1.0-18-12-K,,
25065,GEAHB1.0-19-12-A,,
25066,GEAHB1.0-20-12-A,,
25067,GEAHB1.0-21-12-A,,
25068,GEAHB1.0-22-12-A,,
25069,GEAHB1.0-23-12-A,,
25070,GEAHB1.0-24-12-A,,
25071,GEAHB1.0-25-12-A,,
25072,GEAHB1.0-26-12-A,,
25073,GEAHB1.0-27-12-A,,
25074,GEAHB1.0-28-12-A,,
25075,GEAHB1.0-29-12-A,,
25076,GEAHB1.0-30-12-A,,
25077,GEAHB1.0-19-12-B,,
25078,GEAHB1.0-20-12-B,,
25079,GEAHB1.0-21-12-B,,
25080,GEAHB1.0-22-12-B,,
25081,GEAHB1.0-23-12-B,,
25082,GEAHB1.0-24-12-B,,
25083,GEAHB1.0-25-12-B,,
25084,GEAHB1.0-26-12-B,,
25085,GEAHB1.0-27-12-B,,
25086,GEAHB1.0-28-12-B,,
25087,GEAHB1.0-29-12-B,,
25088,GEAHB1.0-30-12-B,,
25089,GEAHB1.0-32-10-A,,
25090,GEAHB1.0-34-10-A,,
25091,GEAHB1.0-35-10-A,,
25092,GEAHB1.0-36-10-A,,
25093,GEAHB1.0-38-10-A,,
25094,GEAHB1.0-40-10-A,,
25095,GEAHB1.0-42-10-A,,
25096,GEAHB1.0-44-10-A,,
25097,GEAHB1.0-45-10-A,,
25098,GEAHB1.0-46-10-A,,
25099,GEAHB1.0-48-10-A,,
25100,GEAHB1.0-50-10-A,,
25101,GEAHB1.0-52-10-A,,
25102,GEAHB1.0-54-10-A,,
25103,GEAHB1.0-55-10-A,,
25104,GEAHB1.0-56-10-A,,
25105,GEAHB1.0-58-10-A,,
25106,GEAHB1.0-60-10-A,,
25107,GEAHB1.0-62-10-A,,
25108,GEAHB1.0-64-10-A,,
25109,GEAHB1.0-65-10-A,,
25110,GEAHB1.0-66-10-A,,
25111,GEAHB1.0-68-10-A,,
25112,GEAHB1.0-70-10-A,,
25113,GEAHB1.0-72-10-A,,
25114,GEAHB1.0-75-10-A,,
25115,GEAHB1.0-80-10-A,,
25116,GEAHB1.0-84-10-A,,
25117,GEAHB1.0-85-10-A,,
25118,GEAHB1.0-90-10-A,,
25119,GEAHB1.0-95-10-A,,
25120,GEAHB1.0-96-10-A,,
25121,GEAHB1.0-100-10-A,,
25122,GEAHB1.0-110-10-A,,
25123,GEAHB1.0-120-10-A,,
25124,GEAHB1.0-32-10-B,,
25125,GEAHB1.0-34-10-B,,
25126,GEAHB1.0-35-10-B,,
25127,GEAHB1.0-36-10-B,,
25128,GEAHB1.0-38-10-B,,
25129,GEAHB1.0-40-10-B,,
25130,GEAHB1.0-42-10-B,,
25131,GEAHB1.0-44-10-B,,
25132,GEAHB1.0-45-10-B,,
25133,GEAHB1.0-46-10-B,,
25134,GEAHB1.0-48-10-B,,
25135,GEAHB1.0-50-10-B,,
25136,GEAHB1.0-52-10-B,,
25137,GEAHB1.0-54-10-B,,
25138,GEAHB1.0-55-10-B,,
25139,GEAHB1.0-56-10-B,,
25140,GEAHB1.0-58-10-B,,
25141,GEAHB1.0-60-10-B,,
25142,GEAHB1.0-62-10-B,,
25143,GEAHB1.0-64-10-B,,
25144,GEAHB1.0-65-10-B,,
25145,GEAHB1.0-66-10-B,,
25146,GEAHB1.0-68-10-B,,
25147,GEAHB1.0-70-10-B,,
25148,GEAHB1.0-72-10-B,,
25149,GEAHB1.0-75-10-B,,
25150,GEAHB1.0-80-10-B,,
25151,GEAHB1.0-84-10-B,,
25152,GEAHB1.0-85-10-B,,
25153,GEAHB1.0-90-10-B,,
25154,GEAHB1.0-95-10-B,,
25155,GEAHB1.0-96-10-B,,
25156,GEAHB1.0-100-10-B,,
25157,GEAHB1.0-110-10-B,,
25158,GEAHB1.0-120-10-B,,
25159,GEAHBB1.0-12-10-K,,
25160,GEAHBB1.0-13-10-K,,
25161,GEAHBB1.0-14-10-A,,
25162,GEAHBB1.0-15-10-A,,
25163,GEAHBB1.0-16-10-A,,
25164,GEAHBB1.0-17-10-A,,
25165,GEAHBB1.0-18-10-A,,
25166,GEAHBB1.0-14-10-K,,
25167,GEAHBB1.0-15-10-K,,
25168,GEAHBB1.0-16-10-K,,
25169,GEAHBB1.0-17-10-K,,
25170,GEAHBB1.0-18-10-K,,
25171,GEAHBB1.0-19-10-A,,
25172,GEAHBB1.0-20-10-A,,
25173,GEAHBB1.0-21-10-A,,
25174,GEAHBB1.0-22-10-A,,
25175,GEAHBB1.0-23-10-A,,
25176,GEAHBB1.0-24-10-A,,
25177,GEAHBB1.0-25-10-A,,
25178,GEAHBB1.0-26-10-A,,
25179,GEAHBB1.0-27-10-A,,
25180,GEAHBB1.0-28-10-A,,
25181,GEAHBB1.0-29-10-A,,
25182,GEAHBB1.0-30-10-A,,
25183,GEAHBB1.0-19-10-B,,
25184,GEAHBB1.0-20-10-B,,
25185,GEAHBB1.0-21-10-B,,
25186,GEAHBB1.0-22-10-B,,
25187,GEAHBB1.0-23-10-B,,
25188,GEAHBB1.0-24-10-B,,
25189,GEAHBB1.0-25-10-B,,
25190,GEAHBB1.0-26-10-B,,
25191,GEAHBB1.0-27-10-B,,
25192,GEAHBB1.0-28-10-B,,
25193,GEAHBB1.0-29-10-B,,
25194,GEAHBB1.0-30-10-B,,
25195,GEAHBB1.0-12-12-K,,
25196,GEAHBB1.0-13-12-K,,
25197,GEAHBB1.0-14-12-A,,
25198,GEAHBB1.0-15-12-A,,
25199,GEAHBB1.0-16-12-A,,
25200,GEAHBB1.0-17-12-A,,
25201,GEAHBB1.0-18-12-A,,
25202,GEAHBB1.0-14-12-K,,
25203,GEAHBB1.0-15-12-K,,
25204,GEAHBB1.0-16-12-K,,
25205,GEAHBB1.0-17-12-K,,
25206,GEAHBB1.0-18-12-K,,
25207,GEAHBB1.0-19-12-A,,
25208,GEAHBB1.0-20-12-A,,
25209,GEAHBB1.0-21-12-A,,
25210,GEAHBB1.0-22-12-A,,
25211,GEAHBB1.0-23-12-A,,
25212,GEAHBB1.0-24-12-A,,
25213,GEAHBB1.0-25-12-A,,
25214,GEAHBB1.0-26-12-A,,
25215,GEAHBB1.0-27-12-A,,
25216,GEAHBB1.0-28-12-A,,
25217,GEAHBB1.0-29-12-A,,
25218,GEAHBB1.0-30-12-A,,
25219,GEAHBB1.0-19-12-B,,
25220,GEAHBB1.0-20-12-B,,
25221,GEAHBB1.0-21-12-B,,
25222,GEAHBB1.0-22-12-B,,
25223,GEAHBB1.0-23-12-B,,
25224,GEAHBB1.0-24-12-B,,
25225,GEAHBB1.0-25-12-B,,
25226,GEAHBB1.0-26-12-B,,
25227,GEAHBB1.0-27-12-B,,
25228,GEAHBB1.0-28-12-B,,
25229,GEAHBB1.0-29-12-B,,
25230,GEAHBB1.0-30-12-B,,
25231,GEAHBB1.0-32-10-A,,
25232,GEAHBB1.0-34-10-A,,
25233,GEAHBB1.0-35-10-A,,
25234,GEAHBB1.0-36-10-A,,
25235,GEAHBB1.0-38-10-A,,
25236,GEAHBB1.0-40-10-A,,
25237,GEAHBB1.0-42-10-A,,
25238,GEAHBB1.0-44-10-A,,
25239,GEAHBB1.0-45-10-A,,
25240,GEAHBB1.0-46-10-A,,
25241,GEAHBB1.0-48-10-A,,
25242,GEAHBB1.0-50-10-A,,
25243,GEAHBB1.0-52-10-A,,
25244,GEAHBB1.0-54-10-A,,
25245,GEAHBB1.0-55-10-A,,
25246,GEAHBB1.0-56-10-A,,
25247,GEAHBB1.0-58-10-A,,
25248,GEAHBB1.0-60-10-A,,
25249,GEAHBB1.0-62-10-A,,
25250,GEAHBB1.0-64-10-A,,
25251,GEAHBB1.0-65-10-A,,
25252,GEAHBB1.0-66-10-A,,
25253,GEAHBB1.0-68-10-A,,
25254,GEAHBB1.0-70-10-A,,
25255,GEAHBB1.0-72-10-A,,
25256,GEAHBB1.0-75-10-A,,
25257,GEAHBB1.0-80-10-A,,
25258,GEAHBB1.0-84-10-A,,
25259,GEAHBB1.0-85-10-A,,
25260,GEAHBB1.0-90-10-A,,
25261,GEAHBB1.0-95-10-A,,
25262,GEAHBB1.0-96-10-A,,
25263,GEAHBB1.0-100-10-A,,
25264,GEAHBB1.0-110-10-A,,
25265,GEAHBB1.0-120-10-A,,
25266,GEAHBB1.0-32-10-B,,
25267,GEAHBB1.0-34-10-B,,
25268,GEAHBB1.0-35-10-B,,
25269,GEAHBB1.0-36-10-B,,
25270,GEAHBB1.0-38-10-B,,
25271,GEAHBB1.0-40-10-B,,
25272,GEAHBB1.0-42-10-B,,
25273,GEAHBB1.0-44-10-B,,
25274,GEAHBB1.0-45-10-B,,
25275,GEAHBB1.0-46-10-B,,
25276,GEAHBB1.0-48-10-B,,
25277,GEAHBB1.0-50-10-B,,
25278,GEAHBB1.0-52-10-B,,
25279,GEAHBB1.0-54-10-B,,
25280,GEAHBB1.0-55-10-B,,
25281,GEAHBB1.0-56-10-B,,
25282,GEAHBB1.0-58-10-B,,
25283,GEAHBB1.0-60-10-B,,
25284,GEAHBB1.0-62-10-B,,
25285,GEAHBB1.0-64-10-B,,
25286,GEAHBB1.0-65-10-B,,
25287,GEAHBB1.0-66-10-B,,
25288,GEAHBB1.0-68-10-B,,
25289,GEAHBB1.0-70-10-B,,
25290,GEAHBB1.0-72-10-B,,
25291,GEAHBB1.0-75-10-B,,
25292,GEAHBB1.0-80-10-B,,
25293,GEAHBB1.0-84-10-B,,
25294,GEAHBB1.0-85-10-B,,
25295,GEAHBB1.0-90-10-B,,
25296,GEAHBB1.0-95-10-B,,
25297,GEAHBB1.0-96-10-B,,
25298,GEAHBB1.0-100-10-B,,
25299,GEAHBB1.0-110-10-B,,
25300,GEAHBB1.0-120-10-B,,
25301,GEAHBG1.0-12-10-K,,
25302,GEAHBG1.0-13-10-K,,
25303,GEAHBG1.0-14-10-A,,
25304,GEAHBG1.0-15-10-A,,
25305,GEAHBG1.0-16-10-A,,
25306,GEAHBG1.0-17-10-A,,
25307,GEAHBG1.0-18-10-A,,
25308,GEAHBG1.0-14-10-K,,
25309,GEAHBG1.0-15-10-K,,
25310,GEAHBG1.0-16-10-K,,
25311,GEAHBG1.0-17-10-K,,
25312,GEAHBG1.0-18-10-K,,
25313,GEAHBG1.0-19-10-A,,
25314,GEAHBG1.0-20-10-A,,
25315,GEAHBG1.0-21-10-A,,
25316,GEAHBG1.0-22-10-A,,
25317,GEAHBG1.0-23-10-A,,
25318,GEAHBG1.0-24-10-A,,
25319,GEAHBG1.0-25-10-A,,
25320,GEAHBG1.0-26-10-A,,
25321,GEAHBG1.0-27-10-A,,
25322,GEAHBG1.0-28-10-A,,
25323,GEAHBG1.0-29-10-A,,
25324,GEAHBG1.0-30-10-A,,
25325,GEAHBG1.0-19-10-B,,
25326,GEAHBG1.0-20-10-B,,
25327,GEAHBG1.0-21-10-B,,
25328,GEAHBG1.0-22-10-B,,
25329,GEAHBG1.0-23-10-B,,
25330,GEAHBG1.0-24-10-B,,
25331,GEAHBG1.0-25-10-B,,
25332,GEAHBG1.0-26-10-B,,
25333,GEAHBG1.0-27-10-B,,
25334,GEAHBG1.0-28-10-B,,
25335,GEAHBG1.0-29-10-B,,
25336,GEAHBG1.0-30-10-B,,
25337,GEAHBG1.0-12-12-K,,
25338,GEAHBG1.0-13-12-K,,
25339,GEAHBG1.0-14-12-A,,
25340,GEAHBG1.0-15-12-A,,
25341,GEAHBG1.0-16-12-A,,
25342,GEAHBG1.0-17-12-A,,
25343,GEAHBG1.0-18-12-A,,
25344,GEAHBG1.0-14-12-K,,
25345,GEAHBG1.0-15-12-K,,
25346,GEAHBG1.0-16-12-K,,
25347,GEAHBG1.0-17-12-K,,
25348,GEAHBG1.0-18-12-K,,
25349,GEAHBG1.0-19-12-A,,
25350,GEAHBG1.0-20-12-A,,
25351,GEAHBG1.0-21-12-A,,
25352,GEAHBG1.0-22-12-A,,
25353,GEAHBG1.0-23-12-A,,
25354,GEAHBG1.0-24-12-A,,
25355,GEAHBG1.0-25-12-A,,
25356,GEAHBG1.0-26-12-A,,
25357,GEAHBG1.0-27-12-A,,
25358,GEAHBG1.0-28-12-A,,
25359,GEAHBG1.0-29-12-A,,
25360,GEAHBG1.0-30-12-A,,
25361,GEAHBG1.0-19-12-B,,
25362,GEAHBG1.0-20-12-B,,
25363,GEAHBG1.0-21-12-B,,
25364,GEAHBG1.0-22-12-B,,
25365,GEAHBG1.0-23-12-B,,
25366,GEAHBG1.0-24-12-B,,
25367,GEAHBG1.0-25-12-B,,
25368,GEAHBG1.0-26-12-B,,
25369,GEAHBG1.0-27-12-B,,
25370,GEAHBG1.0-28-12-B,,
25371,GEAHBG1.0-29-12-B,,
25372,GEAHBG1.0-30-12-B,,
25373,GEAHBG1.0-32-10-A,,
25374,GEAHBG1.0-34-10-A,,
25375,GEAHBG1.0-35-10-A,,
25376,GEAHBG1.0-36-10-A,,
25377,GEAHBG1.0-38-10-A,,
25378,GEAHBG1.0-40-10-A,,
25379,GEAHBG1.0-42-10-A,,
25380,GEAHBG1.0-44-10-A,,
25381,GEAHBG1.0-45-10-A,,
25382,GEAHBG1.0-46-10-A,,
25383,GEAHBG1.0-48-10-A,,
25384,GEAHBG1.0-50-10-A,,
25385,GEAHBG1.0-52-10-A,,
25386,GEAHBG1.0-54-10-A,,
25387,GEAHBG1.0-55-10-A,,
25388,GEAHBG1.0-56-10-A,,
25389,GEAHBG1.0-58-10-A,,
25390,GEAHBG1.0-60-10-A,,
25391,GEAHBG1.0-62-10-A,,
25392,GEAHBG1.0-64-10-A,,
25393,GEAHBG1.0-65-10-A,,
25394,GEAHBG1.0-66-10-A,,
